N_IDE;Elev_pob;Estrato;qvar;All_E;se1;se2;se3;se4;se5;se6;se7;se8;se9;se10;se11;se12;SCALE;SCAWEI;CALWEI;G_WEIG
390.750.201.908;285,181587156;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;285,18;427,66;1,50
390.750.201.911;285,181587156;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;285,18;245,24;0,86
390.750.201.913;285,181587156;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,18;266,99;0,94
390.750.201.918;285,181587156;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,18;320,06;1,12
390.750.201.919;285,181587156;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;285,18;245,24;0,86
390.750.201.920;285,181587156;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,18;324,63;1,14
390.750.201.921;285,181587156;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;285,18;238,52;0,84
390.750.201.923;285,181587156;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;285,18;150,71;0,53
390.750.201.924;285,181587156;8;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,18;194,31;0,68
390.750.201.926;285,181587156;8;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,18;460,92;1,62
390.750.201.932;285,181587156;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,18;324,63;1,14
390.750.201.933;285,181587156;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;285,18;238,52;0,84
390.750.201.935;285,181587156;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;285,18;238,52;0,84
390.750.201.936;285,181587156;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,18;266,99;0,94
390.750.201.940;285,181587156;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;285,18;238,52;0,84
390.750.201.953;285,181587156;8;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,18;194,31;0,68
390.750.202.302;313,239422018;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;313,24;264,28;0,84
390.750.202.304;313,239422018;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;313,24;269,37;0,86
390.750.202.305;313,239422018;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;313,24;351,55;1,12
390.750.202.306;313,239422018;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;313,24;269,37;0,86
390.750.202.307;313,239422018;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;313,24;351,55;1,12
390.750.202.309;313,239422018;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;313,24;264,28;0,84
390.750.202.322;313,239422018;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;313,24;351,55;1,12
390.750.202.325;313,239422018;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;313,24;261,99;0,84
390.750.202.328;313,239422018;8;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;313,24;506,27;1,62
390.750.202.329;313,239422018;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;313,24;264,28;0,84
390.750.202.330;313,239422018;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;313,24;469,73;1,50
390.750.202.331;313,239422018;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;313,24;356,57;1,14
390.750.202.334;313,239422018;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;313,24;272,84;0,87
390.750.202.335;313,239422018;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;313,24;273,03;0,87
390.750.202.337;313,239422018;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;313,24;261,99;0,84
390.750.202.339;313,239422018;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;313,24;351,55;1,12
390.750.202.345;313,239422018;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;313,24;469,73;1,50
390.750.202.346;313,239422018;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;313,24;269,37;0,86
390.750.202.353;313,239422018;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;313,24;264,28;0,84
390.750.202.357;313,239422018;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;313,24;356,57;1,14
390.750.401.401;380,534385321;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;380,53;331,45;0,87
390.750.401.405;380,534385321;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;380,53;318,28;0,84
390.750.401.407;380,534385321;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;380,53;327,24;0,86
390.750.401.408;380,534385321;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;380,53;201,10;0,53
390.750.401.409;380,534385321;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;380,53;427,08;1,12
390.750.401.411;380,534385321;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;380,53;356,27;0,94
390.750.401.418;380,534385321;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;380,53;331,45;0,87
390.750.401.420;380,534385321;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;380,53;570,65;1,50
390.750.401.424;380,534385321;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;380,53;201,10;0,53
390.750.401.426;380,534385321;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;380,53;318,28;0,84
390.750.401.427;380,534385321;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;380,53;427,08;1,12
390.750.401.429;380,534385321;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;380,53;327,24;0,86
390.750.401.433;380,534385321;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;380,53;356,27;0,94
390.750.401.435;380,534385321;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;380,53;433,17;1,14
390.750.401.436;380,534385321;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;380,53;327,24;0,86
390.750.401.437;380,534385321;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;380,53;327,24;0,86
390.750.401.440;380,534385321;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;380,53;433,17;1,14
390.750.401.445;380,534385321;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;380,53;570,65;1,50
390.750.401.447;380,534385321;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;380,53;318,28;0,84
390.750.401.448;380,534385321;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;380,53;327,24;0,86
390.750.500.301;283,427972477;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;283,43;322,63;1,14
390.750.500.303;283,427972477;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;283,43;425,03;1,50
390.750.500.305;283,427972477;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;283,43;318,09;1,12
390.750.500.306;283,427972477;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;283,43;425,03;1,50
390.750.500.307;283,427972477;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;283,43;425,03;1,50
390.750.500.309;283,427972477;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;283,43;237,06;0,84
390.750.500.310;283,427972477;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;283,43;237,06;0,84
390.750.500.312;283,427972477;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;283,43;425,03;1,50
390.750.500.313;283,427972477;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;283,43;265,35;0,94
390.750.500.314;283,427972477;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;283,43;318,09;1,12
390.750.500.317;283,427972477;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;283,43;247,05;0,87
390.750.500.318;283,427972477;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;283,43;265,35;0,94
390.750.500.319;283,427972477;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;283,43;265,35;0,94
390.750.500.320;283,427972477;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;283,43;265,35;0,94
390.750.500.322;283,427972477;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;283,43;265,35;0,94
390.750.500.327;283,427972477;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;283,43;246,87;0,87
390.750.500.331;283,427972477;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;283,43;247,05;0,87
390.750.500.332;283,427972477;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;283,43;322,63;1,14
390.750.500.338;283,427972477;8;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;283,43;458,09;1,62
390.750.500.339;283,427972477;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;283,43;237,06;0,84
390.750.500.402;302,717733945;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;302,72;263,67;0,87
390.750.500.405;302,717733945;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;302,72;344,59;1,14
390.750.500.406;302,717733945;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;302,72;344,59;1,14
390.750.500.407;302,717733945;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;302,72;344,59;1,14
390.750.500.413;302,717733945;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;302,72;344,59;1,14
390.750.500.414;302,717733945;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;302,72;260,33;0,86
390.750.500.418;302,717733945;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;302,72;344,59;1,14
390.750.500.424;302,717733945;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;302,72;260,33;0,86
390.750.500.425;302,717733945;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;302,72;344,59;1,14
390.750.500.426;302,717733945;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;302,72;255,40;0,84
390.750.500.427;302,717733945;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;302,72;339,74;1,12
390.750.500.428;302,717733945;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;302,72;283,41;0,94
390.750.500.430;302,717733945;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;302,72;253,19;0,84
390.750.500.433;302,717733945;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;302,72;255,40;0,84
390.750.500.437;302,717733945;8;1;1,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;302,72;489,27;1,62
390.750.500.439;302,717733945;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;302,72;260,33;0,86
390.750.500.443;302,717733945;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;302,72;263,86;0,87
390.750.500.447;302,717733945;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;302,72;263,67;0,87
390.750.500.448;302,717733945;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;302,72;263,67;0,87
390.750.500.455;302,717733945;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;302,72;453,95;1,50
390.750.501.203;285,588676278;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,59;248,75;0,87
390.750.501.204;285,588676278;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,59;248,75;0,87
390.750.501.205;285,588676278;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;285,59;238,86;0,84
390.750.501.206;285,588676278;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;285,59;238,86;0,84
390.750.501.207;285,588676278;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,59;267,38;0,94
390.750.501.209;285,588676278;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,59;320,52;1,12
390.750.501.213;285,588676278;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,59;267,38;0,94
390.750.501.214;285,588676278;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,59;320,52;1,12
390.750.501.217;285,588676278;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;285,59;238,86;0,84
390.750.501.219;285,588676278;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;285,59;428,27;1,50
390.750.501.222;285,588676278;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,59;325,09;1,14
390.750.501.223;285,588676278;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;285,59;428,27;1,50
390.750.501.224;285,588676278;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;285,59;240,95;0,84
390.750.501.230;285,588676278;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;285,59;428,27;1,50
390.750.501.233;285,588676278;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,59;320,52;1,12
390.750.501.234;285,588676278;8;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,59;194,58;0,68
390.750.501.237;285,588676278;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;285,59;245,60;0,86
390.750.501.238;285,588676278;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,59;325,09;1,14
390.750.501.246;285,588676278;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;285,59;150,93;0,53
390.750.501.252;285,588676278;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,59;267,38;0,94
390.750.501.258;285,588676278;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;285,59;248,75;0,87
390.750.600.203;291,851585845;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;291,85;244,10;0,84
390.750.600.207;291,851585845;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;291,85;254,21;0,87
390.750.600.209;291,851585845;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;291,85;254,21;0,87
390.750.600.213;291,851585845;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;291,85;254,39;0,87
390.750.600.216;291,851585845;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;291,85;437,66;1,50
390.750.600.220;291,851585845;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;291,85;273,24;0,94
390.750.600.221;291,851585845;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;291,85;246,23;0,84
390.750.600.226;291,851585845;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;291,85;332,22;1,14
390.750.600.235;291,851585845;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;291,85;332,22;1,14
390.750.600.236;291,851585845;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;291,85;437,66;1,50
390.750.600.237;291,851585845;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;291,85;332,22;1,14
390.750.600.239;291,851585845;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;291,85;246,23;0,84
390.750.600.241;291,851585845;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;291,85;254,21;0,87
390.750.600.246;291,851585845;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;291,85;250,98;0,86
390.750.600.247;291,851585845;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;291,85;246,23;0,84
390.750.600.250;291,851585845;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;291,85;244,10;0,84
390.750.600.253;291,851585845;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;291,85;327,55;1,12
390.750.600.255;291,851585845;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;291,85;437,66;1,50
390.750.600.256;291,851585845;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;291,85;244,10;0,84
390.750.600.259;291,851585845;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;291,85;332,22;1,14
390.750.600.260;291,851585845;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;291,85;244,10;0,84
390.750.700.403;274,106675404;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;274,11;229,26;0,84
390.750.700.404;274,106675404;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;1,00;274,11;235,72;0,86
390.750.700.405;274,106675404;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;274,11;238,75;0,87
390.750.700.408;274,106675404;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;274,11;256,63;0,94
390.750.700.417;274,106675404;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;1,00;274,11;238,92;0,87
390.750.700.419;274,106675404;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;274,11;231,26;0,84
390.750.700.422;274,106675404;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;274,11;229,26;0,84
390.750.700.423;274,106675404;8;1;1,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;274,11;307,63;1,12
390.750.700.424;274,106675404;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;274,11;312,02;1,14
390.750.700.426;274,106675404;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;274,11;411,05;1,50
390.750.700.427;274,106675404;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;274,11;229,26;0,84
390.750.700.430;274,106675404;8;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;274,11;312,02;1,14
390.750.700.431;274,106675404;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;274,11;144,86;0,53
390.750.700.439;274,106675404;8;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;274,11;256,63;0,94
390.750.700.440;274,106675404;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;274,11;231,26;0,84
390.750.700.442;274,106675404;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;1,00;274,11;231,26;0,84
390.750.700.444;274,106675404;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;274,11;144,86;0,53
390.750.700.446;274,106675404;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;274,11;229,26;0,84
390.750.700.448;274,106675404;8;1;1,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;274,11;186,76;0,68
390.750.700.458;274,106675404;8;1;1,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;274,11;238,75;0,87
390.750.700.459;274,106675404;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;1,00;274,11;411,05;1,50
390.750.700.501;305,128954128;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;305,13;255,21;0,84
390.750.700.503;305,128954128;8;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;1,00;305,13;255,21;0,84
